time,available,used
2025-07-25 22:44:29,335.4844,176.5156
2025-07-25 22:44:28,335.4844,176.5156
2025-07-25 22:44:27,335.4844,176.5156
2025-07-25 22:44:26,335.4844,176.5156
2025-07-25 22:44:25,335.4844,176.5156
2025-07-25 22:44:24,335.4844,176.5156
2025-07-25 22:44:23,335.4844,176.5156
2025-07-25 22:44:22,335.4844,176.5156
2025-07-25 22:44:21,335.4844,176.5156
2025-07-25 22:44:20,335.4844,176.5156
2025-07-25 22:44:19,335.4844,176.5156
2025-07-25 22:44:18,335.4844,176.5156
2025-07-25 22:44:17,335.4844,176.5156
2025-07-25 22:44:16,335.4844,176.5156
2025-07-25 22:44:15,335.4844,176.5156
2025-07-25 22:44:14,335.4844,176.5156
2025-07-25 22:44:13,335.4844,176.5156
2025-07-25 22:44:12,335.4844,176.5156
2025-07-25 22:44:11,335.4844,176.5156
2025-07-25 22:44:10,335.4844,176.5156
2025-07-25 22:44:09,335.4844,176.5156
2025-07-25 22:44:08,335.4844,176.5156
2025-07-25 22:44:07,335.4844,176.5156
2025-07-25 22:44:06,335.4844,176.5156
2025-07-25 22:44:05,335.4844,176.5156
2025-07-25 22:44:04,335.4844,176.5156
2025-07-25 22:44:03,335.4844,176.5156
2025-07-25 22:44:02,335.4844,176.5156
2025-07-25 22:44:01,335.4844,176.5156
2025-07-25 22:44:00,335.4844,176.5156
2025-07-25 22:43:59,335.4844,176.5156
2025-07-25 22:43:58,335.4844,176.5156
2025-07-25 22:43:57,335.4844,176.5156
2025-07-25 22:43:56,335.4844,176.5156
2025-07-25 22:43:55,335.4844,176.5156
2025-07-25 22:43:54,335.4844,176.5156
2025-07-25 22:43:53,335.4844,176.5156
